Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Packet_Size,Inter_Arrival_Time,Flow_Duration,Throughput,Jitter,Label
116.200.199.171,233.200.92.193,42615,94,ICMP,796,0.067545,6.11,130.28,3.34,DDoS
115.20.162.183,88.139.153.200,40639,391,UDP,884,0.041439,17.88,49.44,7.84,Normal
72.221.131.152,98.180.222.80,34003,108,UDP,629,0.03383,25.64,24.53,2.49,ICMP
232.204.155.241,36.95.234.45,24760,59,TCP,204,0.096955,24.65,8.28,2.16,FTP
70.14.209.157,186.152.154.237,56466,39,TCP,667,0.08402,22.87,29.16,9.0,DDoS
42.39.228.81,12.7.131.2,12287,153,TCP,854,0.054451,27.18,31.42,7.44,ICMP
205.9.54.237,99.187.69.241,25526,317,ICMP,1295,0.067816,4.76,272.06,2.2,DDoS
210.218.99.132,76.150.152.36,40930,290,UDP,505,0.004136,26.31,19.19,3.03,FTP
92.222.4.169,29.4.172.182,25754,110,ICMP,569,0.057458,16.43,34.63,7.84,FTP
25.142.19.37,236.22.26.100,51289,373,UDP,811,0.068598,4.45,182.25,6.72,Normal
137.14.167.66,120.46.68.140,6345,86,UDP,998,0.040054,29.13,34.26,9.86,HTTP
90.207.60.57,215.254.217.122,24741,101,UDP,594,0.075433,16.53,35.93,1.58,Normal
228.173.248.70,46.60.8.165,39419,82,UDP,151,0.080423,7.52,20.08,6.93,FTP
214.185.124.200,194.225.193.247,42892,282,ICMP,661,0.031414,8.2,80.61,3.13,HTTP
89.8.27.38,57.151.203.128,60040,268,ICMP,1144,0.006781,26.2,43.66,5.13,DDoS
60.255.105.229,247.250.83.147,4263,288,TCP,512,0.018651,12.54,40.83,0.47,HTTP
198.234.1.245,222.179.86.31,49643,277,ICMP,212,0.076667,4.4,48.18,1.99,HTTP
70.52.178.178,199.230.134.30,45124,103,ICMP,1028,0.099536,16.44,62.53,3.5,HTTP
37.73.79.149,125.114.143.234,28249,20,UDP,1175,0.053241,21.82,53.85,8.78,HTTP
195.8.55.90,149.218.234.182,14700,80,TCP,664,0.094092,8.01,82.9,5.28,HTTP
107.193.131.22,186.117.187.56,21331,357,UDP,316,0.063126,29.64,10.66,2.31,FTP
209.239.165.110,187.44.34.81,26056,72,ICMP,496,0.077215,28.61,17.34,8.02,FTP
142.138.156.34,3.140.102.201,37903,209,ICMP,1006,0.084423,1.5,670.67,0.14,ICMP
53.210.200.52,226.221.152.24,9349,28,ICMP,390,0.092307,28.76,13.56,9.08,Normal
92.91.95.11,173.48.31.124,40721,199,ICMP,760,0.001908,4.62,164.5,5.76,HTTP
202.149.134.52,209.77.208.166,17144,237,ICMP,738,0.021407,22.93,32.18,5.49,ICMP
148.25.47.63,62.181.15.255,39594,190,ICMP,548,0.069784,24.35,22.51,9.28,FTP
84.146.112.201,155.126.210.157,57722,135,ICMP,1121,0.038341,14.55,77.04,6.6,Normal
140.182.184.41,178.102.155.62,44776,73,TCP,1179,0.001888,2.37,497.47,5.1,DDoS
38.152.137.47,105.191.184.92,24113,135,ICMP,1100,0.006751,11.88,92.59,2.35,HTTP
61.222.16.203,122.162.25.128,64114,190,ICMP,156,0.064108,14.2,10.99,2.96,DDoS
228.200.155.128,67.78.164.244,38924,167,TCP,1363,0.079114,29.31,46.5,1.59,HTTP
171.98.176.191,48.162.80.222,24063,46,UDP,1145,0.015649,2.27,504.41,7.36,ICMP
172.235.231.108,87.235.113.25,37217,137,TCP,1402,0.091684,9.47,148.05,6.27,Normal
154.230.185.128,102.233.154.209,63256,414,TCP,1053,0.066708,13.76,76.53,7.24,DDoS
238.206.9.134,44.128.182.122,47350,110,TCP,1249,0.062011,22.6,55.27,3.73,DDoS
2.18.50.212,254.60.16.229,14008,384,UDP,770,0.025064,25.96,29.66,6.66,ICMP
187.129.141.182,119.240.57.70,33398,236,ICMP,843,0.097192,28.07,30.03,6.95,FTP
242.201.67.255,134.90.193.97,25255,216,TCP,177,0.080255,22.57,7.84,7.78,DDoS
53.159.18.3,18.78.222.187,63304,275,UDP,818,0.0124,15.65,52.27,5.3,HTTP
55.130.96.22,177.58.177.137,6421,283,ICMP,1487,0.012447,2.05,725.37,3.92,Normal
146.57.104.194,232.175.186.248,2330,331,UDP,507,0.084598,9.37,54.11,9.32,DDoS
183.247.200.199,243.5.186.131,17588,340,ICMP,1396,0.089865,7.38,189.16,1.12,HTTP
153.235.249.60,47.6.5.19,27182,406,ICMP,1438,0.063198,16.5,87.15,2.34,ICMP
126.48.204.218,100.11.178.237,62014,388,TCP,1487,0.051934,5.88,252.89,6.62,FTP
115.108.212.225,132.213.80.98,1494,353,TCP,483,0.059091,23.69,20.39,2.21,DDoS
5.117.7.212,222.8.30.138,29569,272,TCP,558,0.034892,20.9,26.7,9.9,HTTP
146.147.120.177,57.170.137.90,47243,251,ICMP,900,0.04059,14.02,64.19,3.05,ICMP
51.191.69.22,157.25.147.0,17024,57,UDP,114,0.070061,17.17,6.64,7.15,DDoS
129.186.38.207,61.53.97.222,6473,99,UDP,800,0.096335,23.54,33.98,5.0,FTP
219.229.34.129,42.56.68.173,43670,155,ICMP,748,0.060475,9.84,76.02,0.09,DDoS
235.61.82.49,95.231.135.156,24913,236,ICMP,1208,0.023236,16.64,72.6,5.17,ICMP
162.201.15.234,60.229.86.90,20111,389,UDP,1200,0.045834,13.23,90.7,6.19,ICMP
88.219.67.223,29.3.108.251,3687,123,ICMP,773,0.022858,27.73,27.88,0.35,Normal
243.193.76.19,217.16.20.178,24983,128,TCP,191,0.085667,21.65,8.82,6.71,ICMP
29.226.213.91,217.181.131.239,44301,196,ICMP,951,0.096232,26.87,35.39,6.22,FTP
161.203.128.75,38.203.33.0,45715,379,ICMP,660,0.020259,2.03,325.12,9.01,HTTP
90.53.20.236,186.112.83.155,61328,420,TCP,987,0.094762,7.67,128.68,9.86,HTTP
65.21.217.226,80.141.64.172,18543,70,TCP,729,0.053379,7.31,99.73,1.57,HTTP
116.240.127.57,28.3.38.252,18491,198,ICMP,345,0.042863,21.12,16.34,8.22,DDoS
192.219.30.108,77.215.116.173,9772,298,UDP,914,0.001434,15.59,58.63,6.9,HTTP
8.90.231.48,216.227.19.155,2013,186,ICMP,896,0.038983,7.07,126.73,5.76,DDoS
51.166.192.201,67.26.247.162,4547,60,UDP,1231,0.044279,27.41,44.91,9.55,Normal
210.245.245.104,127.155.96.158,54285,395,ICMP,430,0.029541,3.45,124.64,2.46,HTTP
46.243.209.249,166.119.21.165,47782,60,UDP,489,0.069761,11.31,43.24,2.07,Normal
32.72.252.79,226.229.206.98,60664,239,ICMP,1111,0.071504,19.68,56.45,6.65,DDoS
59.97.77.171,85.85.84.23,53470,185,ICMP,129,0.048029,20.41,6.32,3.83,DDoS
167.120.248.103,75.238.152.252,33637,224,ICMP,556,0.092028,8.69,63.98,2.18,DDoS
227.60.14.177,186.55.109.57,3317,188,TCP,1006,0.065429,10.96,91.79,3.75,FTP
133.159.106.89,180.129.119.204,20611,248,ICMP,1021,0.001365,14.36,71.1,6.96,DDoS
241.58.143.119,198.129.229.113,4606,72,TCP,952,0.037439,16.89,56.36,3.25,FTP
194.238.69.92,108.231.230.59,6143,390,ICMP,278,0.037281,3.29,84.5,2.46,ICMP
213.131.74.112,106.185.109.229,31805,101,TCP,1349,0.084455,4.75,284.0,9.23,HTTP
171.147.230.184,38.223.91.178,12912,316,TCP,1088,0.020583,19.18,56.73,6.15,Normal
45.214.88.116,249.30.244.232,33727,72,TCP,1423,0.020772,22.95,62.0,5.68,HTTP
115.109.213.248,33.215.204.26,29142,410,UDP,1499,0.059241,7.2,208.19,1.55,ICMP
75.71.107.117,179.109.31.133,27515,249,TCP,1074,0.02506,14.27,75.26,5.13,FTP
38.235.153.123,243.152.247.204,8349,180,TCP,1452,0.039934,17.51,82.92,0.68,ICMP
65.236.80.188,69.5.92.16,37370,31,UDP,150,0.099467,7.53,19.92,2.3,FTP
39.225.245.96,56.198.225.3,31081,389,TCP,292,0.084825,1.04,280.77,5.42,Normal
176.163.33.201,150.121.190.140,45852,300,ICMP,321,0.005058,7.63,42.07,4.11,HTTP
163.73.20.254,36.64.219.124,40965,431,TCP,991,0.029046,29.48,33.62,7.45,Normal
41.170.112.84,175.135.10.33,61665,288,ICMP,550,0.001532,11.88,46.3,8.3,FTP
220.163.244.36,148.49.235.54,65217,362,UDP,195,0.063082,18.95,10.29,5.72,Normal
206.175.251.163,13.84.198.200,35973,57,TCP,1194,0.045015,29.92,39.91,5.63,FTP
214.125.133.58,59.179.152.138,50884,161,TCP,1367,0.081472,25.78,53.03,0.96,ICMP
118.42.202.84,140.126.73.226,38241,153,UDP,236,0.078105,17.88,13.2,1.39,Normal
189.224.87.55,111.20.45.13,46193,358,TCP,1354,0.007184,28.56,47.41,6.41,Normal
161.244.218.230,62.42.119.253,61224,211,ICMP,997,0.052425,25.66,38.85,6.57,ICMP
92.172.222.251,46.137.77.51,52220,261,ICMP,669,0.076895,10.54,63.47,2.78,DDoS
171.161.107.115,245.78.171.36,11305,250,TCP,1417,0.026645,25.49,55.59,7.49,ICMP
117.122.205.47,237.185.150.166,15594,34,UDP,182,0.031866,16.67,10.92,8.51,FTP
130.173.239.165,247.114.253.45,32950,384,ICMP,77,0.031452,20.29,3.79,5.52,ICMP
2.76.5.0,88.122.75.231,22609,113,UDP,661,0.090712,18.17,36.38,2.63,FTP
36.34.50.154,43.56.195.91,30360,244,UDP,158,0.085956,27.22,5.8,1.88,DDoS
168.4.245.0,238.41.112.217,30995,20,ICMP,67,0.02754,23.91,2.8,8.65,FTP
242.156.187.191,226.122.63.103,15881,97,ICMP,447,0.076966,26.94,16.59,0.38,DDoS
42.147.144.242,18.85.61.112,57883,171,ICMP,466,0.090431,6.5,71.69,9.45,Normal
52.25.147.192,118.128.235.104,9944,31,TCP,1305,0.03346,17.55,74.36,9.68,Normal
12.215.74.48,91.162.247.29,22561,172,ICMP,953,0.036852,28.82,33.07,2.99,Normal
180.90.36.127,161.209.104.86,6707,382,ICMP,1265,0.006316,16.07,78.72,7.27,FTP
23.147.159.227,164.9.113.63,48135,278,TCP,559,0.077598,3.88,144.07,3.28,FTP
221.42.218.93,30.33.19.155,61332,385,TCP,1036,0.011492,25.52,40.6,9.4,FTP
72.132.123.239,200.48.255.150,57634,266,ICMP,475,0.04413,21.16,22.45,6.68,Normal
122.7.85.188,204.162.180.107,3121,154,UDP,1400,0.028361,21.7,64.52,1.0,DDoS
154.111.132.137,212.190.3.59,41321,404,TCP,242,0.066661,2.71,89.3,3.63,FTP
160.55.45.123,110.245.32.42,40167,160,TCP,177,0.035635,4.58,38.65,8.82,Normal
222.121.4.179,2.183.126.226,12325,426,UDP,1371,0.072668,22.17,61.84,5.23,FTP
51.115.162.238,103.90.43.93,37374,74,TCP,107,0.089795,28.59,3.74,9.74,Normal
200.13.71.67,96.3.243.244,14574,216,UDP,818,0.025654,3.69,221.68,7.47,DDoS
141.13.89.197,225.166.252.25,42676,222,TCP,341,0.03466,8.09,42.15,4.85,DDoS
177.216.186.127,165.58.68.42,41503,145,ICMP,863,0.041362,15.78,54.69,1.19,Normal
225.24.153.119,23.11.228.111,50303,107,TCP,774,0.014495,27.44,28.21,1.34,Normal
12.166.115.153,10.106.22.102,46208,429,UDP,1219,0.026645,9.54,127.78,4.8,ICMP
126.144.120.145,179.84.53.225,21943,320,TCP,306,0.017301,27.1,11.29,8.8,Normal
62.91.35.77,173.185.156.51,19279,226,TCP,811,0.041811,18.05,44.93,0.02,HTTP
126.123.246.132,234.141.135.147,24982,281,TCP,305,0.051413,29.2,10.45,7.8,ICMP
192.101.119.106,137.138.120.24,5605,100,ICMP,1075,0.054626,25.95,41.43,3.4,DDoS
10.80.9.64,7.203.92.200,45935,76,UDP,1065,0.095939,8.96,118.86,7.9,DDoS
136.192.204.114,122.121.218.32,47112,159,ICMP,760,0.035092,24.27,31.31,4.01,ICMP
228.253.99.168,130.200.172.254,31054,280,ICMP,855,0.003,0.73,1171.23,2.75,DDoS
196.239.118.208,158.108.130.25,63476,346,UDP,951,0.089702,28.71,33.12,3.79,FTP
63.98.176.18,163.173.41.207,29009,338,ICMP,1211,0.004043,17.2,70.41,9.86,HTTP
214.62.12.43,70.170.246.87,57205,199,UDP,284,0.072446,18.63,15.24,5.75,HTTP
20.212.72.20,171.150.211.74,41666,318,ICMP,894,0.097608,14.9,60.0,1.06,DDoS
99.87.85.141,180.95.168.137,49444,139,ICMP,83,0.050896,12.85,6.46,0.89,DDoS
6.86.196.5,152.202.229.138,33680,254,UDP,750,0.080325,23.63,31.74,2.87,Normal
111.1.119.157,21.143.158.3,39799,424,TCP,835,0.089033,3.29,253.8,4.64,HTTP
162.144.255.4,205.167.25.135,20674,137,ICMP,656,0.010494,14.16,46.33,0.53,ICMP
159.228.150.21,26.181.10.25,32686,144,ICMP,1298,0.022265,22.44,57.84,4.59,FTP
59.238.221.160,120.76.93.231,26224,337,ICMP,443,0.096118,28.2,15.71,3.6,ICMP
214.81.172.55,155.174.153.78,9041,203,TCP,503,0.063156,29.49,17.06,9.0,Normal
228.123.142.68,46.153.198.17,25551,128,TCP,266,0.041665,23.74,11.2,4.03,FTP
211.157.232.84,171.126.244.204,8570,157,ICMP,247,0.039979,11.83,20.88,1.58,DDoS
12.85.86.105,237.37.90.122,55180,194,UDP,1465,0.029378,26.98,54.3,0.71,DDoS
67.41.59.54,25.87.44.142,57480,295,ICMP,1199,0.023533,3.79,316.36,4.16,DDoS
39.128.70.156,227.206.8.96,35716,293,TCP,647,0.04938,9.61,67.33,9.76,FTP
158.181.251.67,151.217.36.226,26478,267,TCP,1397,0.056523,8.64,161.69,7.89,Normal
172.10.183.140,14.68.212.210,15993,440,ICMP,1226,0.018271,29.16,42.04,4.67,Normal
238.202.210.160,249.89.137.107,42900,280,TCP,283,0.018033,7.9,35.82,2.5,ICMP
120.81.177.89,60.183.127.247,63550,28,ICMP,945,0.074396,4.71,200.64,8.36,HTTP
23.215.18.135,67.119.94.9,61483,392,TCP,250,0.062907,20.5,12.2,3.24,ICMP
248.123.121.39,28.252.213.64,61418,270,TCP,184,0.00974,22.39,8.22,5.45,DDoS
60.14.184.108,142.94.158.88,33597,438,UDP,574,0.021743,21.18,27.1,9.17,FTP
238.205.97.87,191.93.210.78,22357,232,TCP,250,0.091265,8.45,29.59,6.26,HTTP
112.168.102.75,26.194.235.169,12180,342,TCP,420,0.06498,22.24,18.88,8.4,ICMP
198.104.240.40,95.26.151.225,34291,372,TCP,497,0.02882,1.46,340.41,0.55,HTTP
120.6.126.186,160.120.136.239,17971,45,UDP,1181,0.067325,23.09,51.15,7.01,DDoS
155.63.254.205,103.111.80.112,52375,89,ICMP,245,0.088138,14.65,16.72,2.65,Normal
151.151.205.109,13.222.146.67,61078,133,TCP,635,0.070027,16.04,39.59,5.49,DDoS
87.189.83.214,194.120.2.28,18434,194,TCP,139,0.072258,7.82,17.77,4.52,ICMP
56.121.84.102,87.211.188.254,30395,191,TCP,1401,0.083577,5.51,254.26,2.87,HTTP
60.78.124.116,216.128.108.118,20156,156,TCP,389,0.082259,16.48,23.6,5.42,HTTP
245.112.146.38,137.235.92.0,50832,92,ICMP,71,0.099409,23.58,3.01,7.44,HTTP
51.169.53.208,58.196.125.159,11776,32,ICMP,1010,0.028365,14.01,72.09,9.25,Normal
156.137.19.16,103.177.224.236,25523,142,ICMP,548,0.07579,21.67,25.29,5.81,ICMP
208.96.186.229,175.40.22.172,62450,350,UDP,166,0.094147,21.87,7.59,4.13,DDoS
225.131.145.184,131.47.64.99,47014,238,TCP,569,0.068448,4.57,124.51,1.45,FTP
248.35.115.52,53.63.79.18,64922,72,TCP,500,0.034295,18.87,26.5,2.09,DDoS
153.17.82.28,230.13.160.156,49594,120,TCP,1388,0.078085,14.31,97.0,5.66,HTTP
114.120.246.153,175.200.24.226,39340,285,UDP,1414,0.006996,3.57,396.08,0.47,Normal
163.200.159.124,38.168.62.217,14290,398,ICMP,1384,0.073527,10.08,137.3,3.96,ICMP
143.98.180.18,213.249.143.160,42372,321,TCP,229,0.0562,14.29,16.03,5.76,ICMP
184.199.43.27,239.20.115.208,49251,264,TCP,771,0.02167,20.83,37.01,1.89,DDoS
244.218.33.125,255.234.164.66,7307,415,ICMP,799,0.018107,16.7,47.84,1.55,HTTP
173.39.100.131,43.105.172.141,46417,382,UDP,1137,0.019283,17.89,63.56,8.78,ICMP
98.32.30.178,50.113.72.91,18051,128,ICMP,1341,0.095224,23.94,56.02,4.91,ICMP
144.217.39.20,226.165.239.51,46931,408,ICMP,1368,0.064321,21.27,64.32,9.54,DDoS
118.201.12.28,196.52.186.155,28061,290,ICMP,1342,0.018245,11.11,120.79,8.92,FTP
253.153.240.101,78.135.166.41,55875,240,TCP,1378,0.047322,13.69,100.66,8.11,FTP
246.214.99.65,201.231.62.81,45031,25,ICMP,830,0.023199,21.26,39.04,2.01,DDoS
130.126.57.119,192.172.33.102,32639,232,ICMP,1099,0.057481,18.68,58.83,0.57,ICMP
142.99.37.235,205.81.176.1,20540,303,TCP,455,0.045978,13.62,33.41,3.87,Normal
153.137.52.80,67.50.107.211,29364,416,UDP,1230,0.075398,21.81,56.4,2.76,ICMP
33.96.158.34,108.30.127.125,25077,50,UDP,993,0.019609,22.38,44.37,9.09,ICMP
13.84.62.122,116.188.5.38,11940,105,UDP,1003,0.081446,6.46,155.26,2.63,ICMP
73.116.205.45,34.178.167.132,39676,121,TCP,787,0.037608,19.32,40.73,0.65,HTTP
123.19.47.15,119.27.66.175,8747,233,TCP,1408,0.077278,7.68,183.33,4.72,Normal
235.129.253.25,50.63.217.100,3149,25,TCP,84,0.054981,1.99,42.21,6.63,Normal
172.38.192.252,230.198.163.31,53086,248,TCP,1435,0.09145,18.72,76.66,9.7,HTTP
217.218.64.16,186.75.230.73,15659,55,ICMP,1483,0.07293,2.88,514.93,2.15,Normal
58.139.184.179,32.7.249.84,33128,357,UDP,492,0.090443,17.27,28.49,4.26,DDoS
87.221.177.246,168.32.53.158,35006,106,UDP,690,0.067881,6.76,102.07,5.58,Normal
160.198.246.85,251.6.13.205,64983,36,UDP,239,0.071765,17.47,13.68,8.44,Normal
146.62.151.80,19.33.155.183,22515,274,TCP,1051,0.087166,2.01,522.89,4.93,ICMP
45.28.247.212,202.163.18.66,2106,374,UDP,1224,0.069078,25.59,47.83,9.32,ICMP
46.52.221.100,36.126.128.229,26242,391,ICMP,974,0.092668,23.61,41.25,4.27,ICMP
102.47.55.104,73.66.123.78,10374,132,TCP,478,0.017555,15.17,31.51,0.85,DDoS
205.181.75.39,24.46.105.26,5447,436,ICMP,791,0.008461,4.26,185.68,9.38,FTP
116.230.195.128,30.74.211.250,32889,205,ICMP,840,0.04245,6.71,125.19,9.6,HTTP
101.212.155.72,60.0.73.205,43167,249,UDP,111,0.066937,16.75,6.63,4.27,ICMP
34.172.213.251,132.138.15.72,20651,97,UDP,972,0.09035,28.27,34.38,7.27,FTP
134.87.190.164,29.66.5.110,23627,438,UDP,1266,0.046927,15.76,80.33,9.26,HTTP
25.84.243.23,166.33.7.216,24537,75,UDP,1440,0.015414,2.33,618.03,9.48,HTTP
68.174.241.172,63.150.31.67,35380,236,ICMP,1027,0.062634,18.65,55.07,2.23,FTP
83.14.47.222,52.217.248.200,24458,384,ICMP,975,0.091727,28.36,34.38,2.48,HTTP
228.208.208.71,69.76.210.252,26125,196,ICMP,1438,0.057308,27.73,51.86,3.63,HTTP
166.142.102.156,176.252.78.64,33510,86,UDP,502,0.003524,14.89,33.71,5.87,FTP
220.72.71.95,229.24.94.35,15103,216,TCP,1305,0.090271,19.59,66.62,9.28,HTTP
141.226.199.122,223.208.115.118,36285,350,ICMP,1011,0.045261,1.64,616.46,4.05,HTTP
4.116.78.51,130.194.27.16,55149,367,UDP,1024,0.084812,18.22,56.2,8.65,DDoS
1.149.147.63,40.103.169.251,12194,155,ICMP,303,0.092401,4.34,69.82,4.14,Normal
165.60.21.166,75.107.70.222,14015,157,UDP,1440,0.097572,13.36,107.78,1.12,HTTP
12.231.130.114,145.141.197.16,43395,278,UDP,203,0.072089,18.99,10.69,0.48,FTP
191.116.165.243,167.166.41.174,54414,71,ICMP,79,0.095352,15.64,5.05,4.73,Normal
5.151.99.164,23.162.28.226,15725,257,TCP,892,0.067414,2.16,412.96,2.65,FTP
81.164.249.49,167.90.22.69,36457,121,ICMP,861,0.077896,3.56,241.85,7.35,DDoS
14.51.76.63,54.70.6.106,18528,218,UDP,874,0.075497,18.82,46.44,9.59,HTTP
103.255.197.222,224.58.247.13,27974,336,ICMP,1328,0.075968,29.46,45.08,8.18,Normal
244.196.12.210,137.9.173.211,50457,188,TCP,1383,0.044387,22.24,62.19,1.04,DDoS
215.187.154.61,7.213.116.32,40824,243,ICMP,1450,0.069664,10.1,143.56,6.31,DDoS
206.183.232.71,68.184.181.159,3064,431,UDP,1399,0.097247,21.31,65.65,2.16,DDoS
82.198.71.202,85.219.20.116,33113,330,TCP,333,0.029461,17.31,19.24,7.68,ICMP
60.255.56.152,180.139.170.75,55577,214,TCP,1017,0.051743,14.87,68.39,2.99,DDoS
77.60.109.58,167.93.233.142,64015,148,UDP,1466,0.048486,2.34,626.5,9.81,ICMP
104.66.84.13,242.227.38.160,54829,435,TCP,1349,0.065448,13.3,101.43,2.95,Normal
84.32.14.38,147.150.147.159,32702,265,ICMP,965,0.067602,18.15,53.17,2.54,DDoS
189.122.202.138,214.163.202.170,50751,214,UDP,912,0.015445,5.55,164.32,8.9,FTP
97.149.95.24,86.83.215.210,48297,355,UDP,260,0.097031,8.2,31.71,3.85,DDoS
124.224.54.160,26.89.171.81,35282,393,UDP,121,0.085146,29.5,4.1,0.09,ICMP
40.180.197.232,36.207.232.137,49233,307,ICMP,990,0.007848,20.01,49.48,2.21,DDoS
147.11.222.187,58.153.27.176,49569,434,UDP,1416,0.033059,10.35,136.81,1.33,HTTP
47.132.226.66,29.139.238.140,33614,162,ICMP,1103,0.076152,6.12,180.23,0.74,Normal
78.90.194.11,126.70.73.158,1864,54,UDP,170,0.079273,21.11,8.05,2.81,Normal
47.129.33.199,60.250.233.158,32646,345,UDP,704,0.09547,15.8,44.56,6.58,Normal
119.171.184.205,159.249.45.45,3047,180,UDP,682,0.052533,24.11,28.29,9.61,Normal
24.105.112.67,185.84.156.222,50910,221,ICMP,568,0.008888,27.12,20.94,5.11,FTP
184.146.144.154,172.161.175.188,45757,366,ICMP,600,0.024167,26.73,22.45,5.46,ICMP
218.176.122.94,22.213.216.131,49994,144,ICMP,785,0.015588,9.92,79.13,4.3,DDoS
192.176.19.65,36.134.88.223,6455,32,UDP,551,0.073271,15.38,35.83,7.38,Normal
21.77.70.34,182.172.236.122,32202,277,TCP,1065,0.099981,4.97,214.29,7.98,ICMP
93.41.39.94,148.50.44.188,32864,215,TCP,497,0.082151,22.14,22.45,5.12,HTTP
162.39.158.121,8.107.49.157,51890,313,UDP,1330,0.015996,10.58,125.71,4.07,FTP
134.210.32.161,172.231.115.118,12647,238,UDP,290,0.027856,21.34,13.59,6.93,HTTP
177.191.77.74,198.218.2.136,11204,351,ICMP,606,0.075429,16.88,35.9,1.71,FTP
26.173.186.133,175.180.34.242,5802,109,ICMP,1077,0.034174,21.47,50.16,4.69,HTTP
82.89.126.238,81.21.197.78,52284,177,TCP,1106,0.010432,26.64,41.52,2.65,ICMP
55.54.167.86,28.2.77.100,59287,175,ICMP,1042,0.053952,1.38,755.07,0.09,FTP
144.105.32.172,38.88.82.46,60008,210,UDP,228,0.034902,5.88,38.78,1.38,FTP
252.223.94.86,54.247.19.223,22383,78,UDP,1243,0.029095,8.07,154.03,9.3,Normal
225.2.98.223,72.45.246.145,7512,180,TCP,642,0.002749,13.49,47.59,5.52,Normal
122.19.247.174,207.124.174.158,60988,288,UDP,121,0.03016,24.73,4.89,8.95,Normal
105.20.12.91,245.29.120.7,10197,266,ICMP,154,0.09212,18.89,8.15,5.52,DDoS
190.168.252.159,174.44.249.162,4081,109,TCP,1194,0.033999,13.43,88.91,7.07,DDoS
124.243.157.128,59.61.104.60,43508,368,ICMP,1378,0.007203,15.46,89.13,4.03,ICMP
129.14.207.1,169.182.172.83,34921,306,ICMP,1088,0.081962,28.66,37.96,5.93,DDoS
90.54.69.2,50.144.155.198,18243,121,ICMP,281,0.092742,16.25,17.29,5.09,ICMP
240.219.171.37,26.79.254.29,65247,226,UDP,160,0.075828,16.97,9.43,6.28,ICMP
218.92.182.153,20.21.164.82,36785,358,ICMP,365,0.058932,26.93,13.55,1.58,ICMP
140.77.194.49,236.185.217.249,21260,367,ICMP,885,0.014846,18.42,48.05,3.71,HTTP
24.20.118.52,211.32.110.231,21669,420,TCP,652,0.008582,25.81,25.26,1.73,Normal
71.52.198.82,62.225.172.222,62628,175,UDP,80,0.010034,6.92,11.56,8.67,DDoS
158.188.195.39,32.142.116.86,20505,72,UDP,492,0.036805,7.46,65.95,0.46,ICMP
73.197.251.44,56.243.50.147,8804,383,UDP,1066,0.05177,27.16,39.25,7.1,ICMP
1.122.146.176,228.127.118.8,34148,173,UDP,391,0.093816,7.65,51.11,9.52,Normal
100.199.75.55,40.42.105.162,33196,46,UDP,469,0.020084,3.59,130.64,6.54,FTP
63.32.119.46,87.229.94.109,11222,195,ICMP,631,0.097977,12.34,51.13,5.57,ICMP
108.214.104.221,104.60.55.103,16023,417,ICMP,966,0.089866,26.79,36.06,7.32,HTTP
231.123.220.60,246.203.159.26,47126,355,ICMP,509,0.01847,13.55,37.56,3.18,FTP
169.118.100.4,250.38.65.22,62859,86,TCP,74,0.020855,16.48,4.49,2.64,FTP
165.129.206.19,149.167.74.252,18327,33,TCP,1446,0.016093,22.85,63.28,9.09,Normal
61.105.217.230,74.173.174.124,5347,372,TCP,107,0.030723,17.57,6.09,1.75,FTP
83.127.206.122,105.81.238.219,28035,175,TCP,196,0.035145,23.85,8.22,1.91,Normal
180.210.170.150,16.255.207.215,58591,276,ICMP,499,0.074689,13.78,36.21,6.9,DDoS
3.172.71.207,83.149.230.196,57458,414,TCP,1301,0.021586,23.75,54.78,1.12,FTP
246.141.47.122,58.83.102.7,49302,335,TCP,808,0.035014,26.33,30.69,0.05,ICMP
175.157.255.203,156.195.154.249,5299,309,UDP,1087,0.003199,17.62,61.69,5.86,Normal
183.168.55.34,127.145.113.79,39350,106,ICMP,1360,0.072499,29.75,45.71,3.96,DDoS
23.23.5.113,165.245.133.145,45248,127,UDP,279,0.097758,8.75,31.89,0.61,FTP
52.121.137.52,241.50.222.112,33892,259,TCP,1313,0.020558,24.26,54.12,8.33,HTTP
63.200.250.145,203.106.55.28,55830,181,ICMP,618,0.063727,26.22,23.57,0.78,DDoS
209.206.205.76,1.10.227.179,15621,64,UDP,1274,0.076249,21.37,59.62,9.02,DDoS
34.167.46.149,46.24.3.34,18832,267,TCP,1082,0.003494,28.09,38.52,4.22,DDoS
51.93.76.62,253.19.206.132,30324,170,UDP,175,0.052237,11.49,15.23,9.33,ICMP
8.206.68.25,139.76.254.65,29473,139,UDP,701,0.020099,27.24,25.73,1.49,FTP
25.160.53.102,199.215.45.137,9068,336,TCP,1051,0.044237,6.3,166.83,5.17,HTTP
153.23.110.31,239.7.16.160,36632,343,TCP,282,0.050747,14.22,19.83,0.77,FTP
201.210.139.207,243.28.190.196,6840,272,UDP,1294,0.005484,3.12,414.74,7.37,FTP
63.122.166.45,78.124.0.169,41353,198,UDP,199,0.095942,0.62,320.97,9.74,HTTP
106.169.21.69,83.43.100.164,48764,292,TCP,654,0.089925,28.37,23.05,9.13,FTP
181.37.167.7,40.179.157.46,18517,129,ICMP,798,0.067214,2.33,342.49,2.39,ICMP
129.73.135.66,66.103.222.0,61374,221,TCP,329,0.098469,12.69,25.93,5.23,Normal
